
code	|	taxid	|	primary taxid	|	taxname
1	|	77703	|	77703	|	Limnadia
1	|	1293597	|	1293597	|	Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162
1	|	586133	|	586133	|	Nematocida parisii
1	|	72040	|	72040	|	Cephalocarida
1	|	84332	|	84332	|	Brachypoda
1	|	84333	|	84333	|	Hutchinsoniellidae
1	|	84334	|	84334	|	Hutchinsoniella
1	|	117850	|	117850	|	Platyrhinoidis
1	|	86360	|	86360	|	Gymnura
1	|	117883	|	117883	|	Trygonorrhina
1	|	2800422	|	2800422	|	Glaucostegidae
1	|	496013	|	496013	|	Glaucostegus
1	|	626531	|	626531	|	Escherichia coli O157:H43
1	|	2946800	|	2946800	|	Angelvirus
1	|	2955358	|	2955358	|	Angelvirus px29
1	|	1002748	|	1002748	|	Ploceidae
1	|	187428	|	187428	|	Euplectes
1	|	51165	|	51165	|	nannoptera group
1	|	259444	|	259444	|	Iuroidea
1	|	141980	|	141980	|	Caraboctonidae
1	|	141981	|	141981	|	Hadrurinae
1	|	88315	|	88315	|	Hadrurus
1	|	163729	|	163729	|	Genisteae
1	|	3869	|	3869	|	Lupinus
1	|	2696291	|	2696291	|	Ochrophyta
1	|	2683629	|	2683629	|	Opalozoa
1	|	42740	|	42740	|	Opalinata
1	|	2547934	|	2547934	|	Blastocystidae
1	|	569578	|	569578	|	PX clade
1	|	2498710	|	2498710	|	Caldiserica/Cryosericota group
1	|	2635733	|	2635733	|	unclassified Dehalobacter
1	|	6	|	6	|	Azorhizobium
1	|	85016	|	85016	|	Cellulomonadaceae
1	|	1707	|	1707	|	Cellulomonas
1	|	267892	|	267892	|	Ferrimonadaceae
1	|	44011	|	44011	|	Ferrimonas
1	|	2812024	|	2812024	|	Syntrophotaleaceae
1	|	2812025	|	2812025	|	Syntrophotalea
1	|	48075	|	48075	|	Marinobacterium
1	|	203193	|	203193	|	Halobiforma
1	|	93217	|	93217	|	Pandoraea
1	|	2624094	|	2624094	|	unclassified Pandoraea
1	|	39	|	39	|	Archangiaceae
1	|	42	|	42	|	Cystobacter
1	|	40	|	40	|	Stigmatella
1	|	58842	|	58842	|	Sagittula
1	|	43994	|	43994	|	Johnsonella
1	|	39643	|	39643	|	Sorangium
1	|	59	|	59	|	Vitreoscilla
1	|	189772	|	189772	|	Herpetosiphonales
1	|	189773	|	189773	|	Herpetosiphonaceae
1	|	64	|	64	|	Herpetosiphon
1	|	78119	|	78119	|	Succinispira
1	|	43947	|	43947	|	Tolumonas
1	|	71	|	71	|	Simonsiella
1	|	224135	|	224135	|	Candidatus Glomeribacter
1	|	2726069	|	2726069	|	Kribbellaceae
1	|	182639	|	182639	|	Kribbella
1	|	107	|	107	|	Spirosoma
1	|	2896860	|	2896860	|	Spirosomaceae
1	|	105	|	105	|	Runella
1	|	68288	|	68288	|	Cyclobacterium
1	|	1649490	|	1649490	|	Rubinisphaera
1	|	5747	|	5747	|	Eustigmatophyceae
1	|	425074	|	425074	|	Eustigmatales
1	|	425072	|	425072	|	Monodopsidaceae
1	|	5748	|	5748	|	Nannochloropsis
1	|	2691355	|	2691355	|	Gemmatales
1	|	1914233	|	1914233	|	Gemmataceae
1	|	113	|	113	|	Gemmata
1	|	1649480	|	1649480	|	Planctopirus
1	|	52225	|	52225	|	Mitsuokella
1	|	2637239	|	2637239	|	unclassified Mitsuokella
1	|	10284	|	10284	|	Entomopoxvirinae
1	|	10286	|	10286	|	Betaentomopoxvirus
1	|	1179664	|	1179664	|	Mythimna separata entomopoxvirus
1	|	2691356	|	2691356	|	Isosphaerales
1	|	1763524	|	1763524	|	Isosphaeraceae
1	|	127	|	127	|	Isosphaera
1	|	212767	|	212767	|	Mycobacterium sp. JS623
1	|	1381133	|	1381133	|	Candidatus Profftella
1	|	8929	|	8929	|	Columbiformes
1	|	8930	|	8930	|	Columbidae
1	|	8931	|	8931	|	Columba
1	|	8948	|	8948	|	Falconiformes
1	|	8949	|	8949	|	Falconidae
1	|	8952	|	8952	|	Falco
1	|	1911556	|	1911556	|	Sediminispirochaeta
1	|	295418	|	295418	|	Rubellimicrobium
1	|	191291	|	191291	|	Nautilia
1	|	451373	|	451373	|	Rudanella
1	|	660514	|	660514	|	Novispirillum
1	|	32205	|	32205	|	Leptonema
1	|	655606	|	655606	|	Leptospirillum sp. Group I
1	|	1917990	|	1917990	|	Bequatrovirus
1	|	1918009	|	1918009	|	Bequatrovirus troll
1	|	2948662	|	2948662	|	Chrysonvirus
1	|	2955700	|	2955700	|	Chrysonvirus as5
1	|	2560244	|	2560244	|	Tulanevirus
1	|	1921528	|	1921528	|	Tulanevirus as4
1	|	37914	|	37914	|	Dietzia
1	|	196082	|	196082	|	Parascardovia
1	|	196081	|	196081	|	Scardovia
1	|	110932	|	110932	|	Leifsonia
1	|	57488	|	57488	|	Thiorhodococcus
1	|	651660	|	651660	|	Paenisporosarcina
1	|	2642018	|	2642018	|	unclassified Paenisporosarcina
1	|	83612	|	83612	|	Psychroflexus
1	|	59734	|	59734	|	Empedobacter
1	|	1890464	|	1890464	|	Chroococcaceae
1	|	669357	|	669357	|	Geminocystis
1	|	2979332	|	2979332	|	Prescottella
1	|	279	|	279	|	Xanthobacter
1	|	653686	|	653686	|	Wenxinia
1	|	1329200	|	1329200	|	Fictibacillus
1	|	136842	|	136842	|	Pseudomonas chlororaphis group
1	|	2791015	|	2791015	|	Sphaerochaetaceae
1	|	399320	|	399320	|	Sphaerochaeta
1	|	2640874	|	2640874	|	unclassified Cupriavidus
1	|	2211641	|	2211641	|	Yoonia
1	|	85020	|	85020	|	Dermabacteraceae
1	|	43668	|	43668	|	Brachybacterium
1	|	427077	|	427077	|	Salsuginibacillus
1	|	663276	|	663276	|	Sinorhizobium fredii group
1	|	2794998	|	2794998	|	Maridesulfovibrio
1	|	85022	|	85022	|	Jonesiaceae
1	|	43673	|	43673	|	Jonesia
1	|	1843490	|	1843490	|	Sporomusaceae
1	|	351	|	351	|	Azotobacter group
1	|	352	|	352	|	Azotobacter
1	|	245876	|	245876	|	Nitratireductor
1	|	1993630	|	1993630	|	Adoxophyes honmai entomopoxvirus
1	|	1993631	|	1993631	|	Choristoneura rosaceana entomopoxvirus
1	|	413	|	413	|	Methylococcus
1	|	10150	|	10150	|	Chinchillidae
1	|	10151	|	10151	|	Chinchilla
1	|	2560071	|	2560071	|	Brockvirinae
1	|	2560160	|	2560160	|	Kochikohdavirus
1	|	2560419	|	2560419	|	Kochikohdavirus EF24C
1	|	1706373	|	1706373	|	Microbulbiferaceae
1	|	48073	|	48073	|	Microbulbifer
1	|	151157	|	151157	|	Acetobacter subgen. Acetobacter
1	|	2919364	|	2919364	|	Novacetimonas
1	|	1048757	|	1048757	|	Candidatus Moranella
1	|	425	|	425	|	Methylosinus
1	|	539000	|	539000	|	Clostridiales Family XVII. Incertae Sedis
1	|	73918	|	73918	|	Thermaerobacter
1	|	1159901	|	1159901	|	Deltacoronavirus
1	|	2509474	|	2509474	|	Buldecovirus
1	|	1297661	|	1297661	|	Munia coronavirus HKU13
1	|	61170	|	61170	|	Holdemania
1	|	461	|	461	|	Fluoribacter
1	|	2767891	|	2767891	|	Schleiferilactobacillus
1	|	61653	|	61653	|	Methylopila
1	|	2628841	|	2628841	|	unclassified Methylopila
1	|	32257	|	32257	|	Kingella
1	|	192987	|	192987	|	Allofustis
1	|	1476424	|	1476424	|	Arenitalea
1	|	120831	|	120831	|	Dyadobacter
1	|	33055	|	33055	|	Candidatus Kinetoplastibacterium
1	|	156454	|	156454	|	Anaeroglobus
1	|	119042	|	119042	|	Hyphomicrobiales incertae sedis
1	|	212791	|	212791	|	Enhydrobacter
1	|	475	|	475	|	Moraxella
1	|	2495578	|	2495578	|	Sporichthyales
1	|	85033	|	85033	|	Sporichthyaceae
1	|	35750	|	35750	|	Sporichthya
1	|	1654067	|	1654067	|	Pantoea agglomerans group
1	|	1903434	|	1903434	|	Atlantibacter
1	|	1335483	|	1335483	|	Shimwellia
1	|	182269	|	182269	|	Aurantimonas
1	|	568	|	568	|	Hafnia
1	|	239106	|	239106	|	unclassified Ochrobactrum
1	|	217510	|	217510	|	Fulvimarina
1	|	134621	|	134621	|	Verrucomicrobia subdivision 3
1	|	1032526	|	1032526	|	Pedosphaera
1	|	2003541	|	2003541	|	Dennstaedtiineae
1	|	32084	|	32084	|	Dennstaedtiaceae
1	|	32100	|	32100	|	Pteridium
1	|	32101	|	32101	|	Pteridium aquilinum
1	|	532	|	532	|	Beijerinckia
1	|	861914	|	861914	|	Fibrella
1	|	2844881	|	2844881	|	Zymomonadaceae
1	|	541	|	541	|	Zymomonas
1	|	535	|	535	|	Chromobacterium
1	|	390846	|	390846	|	Echinicola
1	|	538	|	538	|	Eikenella
1	|	283735	|	283735	|	Leeuwenhoekiella
1	|	113286	|	113286	|	Pseudoramibacter
1	|	2910589	|	2910589	|	Geotalea
1	|	533205	|	533205	|	Holophagae
1	|	574975	|	574975	|	Holophagales
1	|	574976	|	574976	|	Holophagaceae
1	|	35838	|	35838	|	Holophaga
1	|	1985181	|	1985181	|	Tsarbombavirus
1	|	1985182	|	1985182	|	Tsarbombavirus BCP78
1	|	581	|	581	|	Morganella
1	|	2767893	|	2767893	|	Lentilactobacillus
1	|	69965	|	69965	|	Macrococcus
1	|	2138240	|	2138240	|	Coprothermobacterota
1	|	2138243	|	2138243	|	Coprothermobacteria
1	|	2138246	|	2138246	|	Coprothermobacterales
1	|	2138247	|	2138247	|	Coprothermobacteraceae
1	|	68335	|	68335	|	Coprothermobacter
1	|	85018	|	85018	|	Dermatophilaceae
1	|	984996	|	984996	|	Mobilicoccus
1	|	266068	|	266068	|	Rickettsia sibirica subgroup
1	|	35796	|	35796	|	Nitrococcus
1	|	1802340	|	1802340	|	Nitrospinae/Tectomicrobia group
1	|	1293497	|	1293497	|	Nitrospinae
1	|	1293498	|	1293498	|	Nitrospinia
1	|	1293499	|	1293499	|	Nitrospinales
1	|	407032	|	407032	|	Nitrospinaceae
1	|	35800	|	35800	|	Nitrospina
1	|	648800	|	648800	|	Solibacillus
1	|	1457153	|	1457153	|	Chlamydia gallinacea
1	|	1143323	|	1143323	|	Chlamydia gallinacea 08-1274/3
1	|	319058	|	319058	|	Haplochromini
1	|	195936	|	195936	|	Pundamilia
1	|	427922	|	427922	|	Desulfurivibrio
1	|	367479	|	367479	|	unclassified Sulfolobales
1	|	1890942	|	1890942	|	Nanopusillaceae
1	|	1996557	|	1996557	|	Candidatus Nanobsidianus
1	|	246861	|	246861	|	Grimontia
1	|	427925	|	427925	|	Dethiobacter
1	|	702	|	702	|	Plesiomonas
1	|	28884	|	28884	|	Hydrogenovibrio
1	|	2762276	|	2762276	|	Cesiribacteraceae
1	|	1265689	|	1265689	|	Nafulsella
1	|	1530123	|	1530123	|	Acinetobacter seifertii
1	|	29331	|	29331	|	Amphibacillus
1	|	2914038	|	2914038	|	Syntrophales
1	|	213468	|	213468	|	Syntrophaceae
1	|	60892	|	60892	|	Desulfobacca
1	|	1835	|	1835	|	Saccharopolyspora
1	|	115780	|	115780	|	Desulfotignum
1	|	2831443	|	2831443	|	Heliomicrobium
1	|	1960084	|	1960084	|	Rodentibacter
1	|	2901189	|	2901189	|	Halopseudomonas
1	|	136844	|	136844	|	Halopseudomonas pertucinogena group
1	|	292486	|	292486	|	Avibacterium
1	|	145360	|	145360	|	Sanguibacteraceae
1	|	60919	|	60919	|	Sanguibacter
1	|	167639	|	167639	|	Ilyobacter
1	|	1623293	|	1623293	|	Oshimavirus
1	|	32068	|	32068	|	Sebaldella
1	|	2814874	|	2814874	|	Neomegalonemataceae
1	|	356797	|	356797	|	Neomegalonema
1	|	656899	|	656899	|	Schlesneria
1	|	600332	|	600332	|	Zavarzinella
1	|	890	|	890	|	Desulfuromonas
1	|	893	|	893	|	Desulfobulbus
1	|	8476	|	8476	|	Emydidae
1	|	8477	|	8477	|	Chrysemys
1	|	8479	|	8479	|	Chrysemys picta
1	|	2582840	|	2582840	|	Desulfocurvibacter
1	|	2910978	|	2910978	|	Megalodesulfovibrio
1	|	466152	|	466152	|	Singulisphaera
1	|	862	|	862	|	Syntrophomonas
1	|	843	|	843	|	Wolinella
1	|	252306	|	252306	|	Robiginitalea
1	|	106179	|	106179	|	phagocytophilum group
1	|	939	|	939	|	Hydrogenobacter
1	|	2008790	|	2008790	|	Thiobacillaceae
1	|	919	|	919	|	Thiobacillus
1	|	255526	|	255526	|	Halothiobacillaceae
1	|	109262	|	109262	|	Halothiobacillus
1	|	76890	|	76890	|	Asticcacaulis
1	|	152053	|	152053	|	Starkeya
1	|	39845	|	39845	|	Actinokineospora
1	|	213116	|	213116	|	Desulfomicrobiaceae
1	|	898	|	898	|	Desulfomicrobium
1	|	940557	|	940557	|	Granulicella
1	|	133925	|	133925	|	Olsenella
1	|	2638792	|	2638792	|	unclassified Olsenella
1	|	1937959	|	1937959	|	Saprospiria
1	|	1936988	|	1936988	|	Saprospirales
1	|	89374	|	89374	|	Saprospiraceae
1	|	1007	|	1007	|	Saprospira
1	|	1013	|	1013	|	Weeksella
1	|	59735	|	59735	|	Bergeyella
1	|	2762301	|	2762301	|	Marivirgaceae
1	|	869806	|	869806	|	Marivirga
1	|	929509	|	929509	|	Solitalea
1	|	1937968	|	1937968	|	Bernardetiaceae
1	|	1937972	|	1937972	|	Bernardetia
1	|	978	|	978	|	Cytophaga
1	|	59738	|	59738	|	Marinilabilia
1	|	2842519	|	2842519	|	Twarogvirinae
1	|	2843159	|	2843159	|	Zedzedvirus
1	|	2843640	|	2843640	|	Zedzedvirus zz1
1	|	65496	|	65496	|	Actinoalloteichus
1	|	2661849	|	2661849	|	Calotrichaceae
1	|	1186	|	1186	|	Calothrix
1	|	2619626	|	2619626	|	unclassified Calothrix
1	|	1101	|	1101	|	Prosthecochloris
1	|	133193	|	133193	|	Alkalilimnicola
1	|	84034	|	84034	|	Propionispira
1	|	1890449	|	1890449	|	Microcystaceae
1	|	9732	|	9732	|	Orcinus
1	|	1892261	|	1892261	|	Chlorogloeopsidaceae
1	|	2256	|	2256	|	Natronobacterium
1	|	288793	|	288793	|	Salinimonas
1	|	1030	|	1030	|	Thiothrix
1	|	85072	|	85072	|	Allochromatium
1	|	85108	|	85108	|	Halorhodospira
1	|	286104	|	286104	|	Winogradskyella
1	|	2719313	|	2719313	|	Enterocloster
1	|	1068	|	1068	|	Rhodomicrobium
1	|	510701	|	510701	|	Desulfurispora
1	|	1121253	|	1121253	|	Catelliglobosispora
1	|	1612157	|	1612157	|	Pararhodospirillum
1	|	2303730	|	2303730	|	Prochlorotrichaceae
1	|	1222	|	1222	|	Prochlorothrix
1	|	35798	|	35798	|	Nitrosospira
1	|	139272	|	139272	|	Pinus subgen. Strobus
1	|	1185	|	1185	|	Rivulariaceae
1	|	373984	|	373984	|	Rivularia
1	|	2676603	|	2676603	|	unclassified Rivularia (in: Bacteria)
1	|	3016637	|	3016637	|	Leuconostoc gelidum group
1	|	1306413	|	1306413	|	Mycobacterium tuberculosis CAS
1	|	92714	|	92714	|	Waddliaceae
1	|	71666	|	71666	|	Waddlia
1	|	186781	|	186781	|	Metzgeriidae
1	|	34158	|	34158	|	Metzgeriales
1	|	39024	|	39024	|	Aneuraceae
1	|	70217	|	70217	|	Aneura
1	|	2805426	|	2805426	|	Kytococcaceae
1	|	57499	|	57499	|	Kytococcus
1	|	1505657	|	1505657	|	Intestinibacter
1	|	2643310	|	2643310	|	unclassified Xanthomonas
1	|	1591174	|	1591174	|	Xanthomonas sp. SHU 199
1	|	1853228	|	1853228	|	Chitinophagia
1	|	1853229	|	1853229	|	Chitinophagales
1	|	563835	|	563835	|	Chitinophagaceae
1	|	79328	|	79328	|	Chitinophaga
1	|	9976	|	9976	|	Ochotonidae
1	|	9977	|	9977	|	Ochotona
1	|	2635283	|	2635283	|	unclassified Methylobacter
1	|	1064	|	1064	|	Rhodocyclus
1	|	2633211	|	2633211	|	unclassified Rhodocyclus
1	|	1783273	|	1783273	|	Patescibacteria group
1	|	1794810	|	1794810	|	Microgenomates group
1	|	67820	|	67820	|	Candidatus Microgenomates
1	|	1046980	|	1046980	|	unclassified Microgenomates
1	|	13827	|	13827	|	Ophioglossales
1	|	13828	|	13828	|	Ophioglossaceae
1	|	1975588	|	1975588	|	Ophioglossoideae
1	|	13833	|	13833	|	Ophioglossum
1	|	1892263	|	1892263	|	Hapalosiphonaceae
1	|	2916693	|	2916693	|	Desulforamulus
1	|	1133570	|	1133570	|	Cesiribacter
1	|	51228	|	51228	|	Wigglesworthia
1	|	2571159	|	2571159	|	Mycetohabitans
1	|	1465757	|	1465757	|	Peptoniphilus senegalensis
1	|	1649	|	1649	|	Kurthia
1	|	504090	|	504090	|	Kushneria
1	|	2639383	|	2639383	|	unclassified Aggregatibacter
1	|	1465809	|	1465809	|	Clostridium senegalense
1	|	1919231	|	1919231	|	unclassified Thermoplasmatales
1	|	261387	|	261387	|	environmental samples
1	|	2643817	|	2643817	|	unclassified Atopobium
1	|	1465754	|	1465754	|	Alistipes timonensis
1	|	2803850	|	2803850	|	Mammaliicoccus
1	|	2817139	|	2817139	|	Weizmannia
1	|	2004	|	2004	|	Streptosporangiaceae
1	|	83681	|	83681	|	Nonomuraea
1	|	85151	|	85151	|	Aneurinibacillus group
1	|	55079	|	55079	|	Aneurinibacillus
1	|	2767353	|	2767353	|	Lancefieldella
1	|	1375	|	1375	|	Aerococcus
1	|	2932623	|	2932623	|	Sulfurospirillaceae
1	|	57665	|	57665	|	Sulfurospirillum
1	|	539738	|	539738	|	Bacillales Family XI. Incertae Sedis
1	|	1378	|	1378	|	Gemella
1	|	1892259	|	1892259	|	Aphanizomenonaceae
1	|	244599	|	244599	|	Raphidiopsis
1	|	2024979	|	2024979	|	Bacteriovoracales
1	|	263369	|	263369	|	Bacteriovoracaceae
1	|	146784	|	146784	|	Bacteriovorax
1	|	2644344	|	2644344	|	unclassified Bacteriovorax
1	|	2815305	|	2815305	|	Staphylococcus intermedius group
1	|	2755140	|	2755140	|	Pseudoleptotrichia
1	|	227873	|	227873	|	Pannonibacter
1	|	697331	|	697331	|	Basfia
1	|	1849822	|	1849822	|	Paraclostridium
1	|	1911928	|	1911928	|	Vequintavirinae
1	|	1914850	|	1914850	|	Certrevirus
1	|	1914897	|	1914897	|	Certrevirus CR3
1	|	10158	|	10158	|	Octodontidae
1	|	10159	|	10159	|	Octodon
1	|	2993898	|	2993898	|	Mycobacterium ulcerans group
1	|	414714	|	414714	|	Catenulisporales
1	|	414877	|	414877	|	Catenulisporaceae
1	|	414878	|	414878	|	Catenulispora
1	|	1963761	|	1963761	|	Dipodoidea
1	|	30648	|	30648	|	Dipodidae
1	|	35737	|	35737	|	Dipodinae
1	|	48867	|	48867	|	Jaculus
1	|	1338033	|	1338033	|	Vibrio parahaemolyticus O1:Kuk
1	|	84406	|	84406	|	Virgibacillus
1	|	1338031	|	1338031	|	Vibrio parahaemolyticus O1:K33
1	|	44260	|	44260	|	Moorella
1	|	1508657	|	1508657	|	Ruminiclostridium
1	|	1505663	|	1505663	|	Erysipelatoclostridium
1	|	2895353	|	2895353	|	Massilia group
1	|	149698	|	149698	|	Massilia
1	|	552397	|	552397	|	Oscillospiraceae incertae sedis
1	|	174708	|	174708	|	Allobaculum
1	|	1470392	|	1470392	|	unclassified Bryobacterales
1	|	639034	|	639034	|	Bryobacterales bacterium KBS 96
1	|	51366	|	51366	|	Salinivibrio
1	|	112074	|	112074	|	unclassified Acidobacteriaceae
1	|	186831	|	186831	|	Acetoanaerobium
1	|	2304691	|	2304691	|	Thermoclostridium
1	|	1849828	|	1849828	|	Paeniclostridium
1	|	286130	|	286130	|	Sulfuricurvum
1	|	1906945	|	1906945	|	Parageobacillus
1	|	2937911	|	2937911	|	Thermincolaceae
1	|	278993	|	278993	|	Thermincola
1	|	622452	|	622452	|	Kineosporiales
1	|	83778	|	83778	|	Kineosporiaceae
1	|	33981	|	33981	|	Kineococcus
1	|	2837485	|	2837485	|	Evansella
1	|	1621534	|	1621534	|	Paraglaciecola
1	|	1505648	|	1505648	|	Geobacillus thermoleovorans group
1	|	2039723	|	2039723	|	Thiomicrorhabdus
1	|	647744	|	647744	|	Indibacter
1	|	2675234	|	2675234	|	Alkalihalobacillus
1	|	2906525	|	2906525	|	Calidifontibacillus/Schinkia group
1	|	2837509	|	2837509	|	Schinkia
1	|	1505652	|	1505652	|	Terrisporobacter
1	|	221817	|	221817	|	unclassified Oceanospirillaceae
1	|	2645799	|	2645799	|	unclassified Porphyromonas
1	|	1645	|	1645	|	Renibacterium
1	|	947567	|	947567	|	Litoreibacter
1	|	261684	|	261684	|	Thermosinus
1	|	379065	|	379065	|	Caldalkalibacillus
1	|	1647	|	1647	|	Erysipelothrix
1	|	2637196	|	2637196	|	unclassified Peptoniphilus
1	|	1651	|	1651	|	Alloiococcus
1	|	2767889	|	2767889	|	Loigolactobacillus
1	|	2767879	|	2767879	|	Companilactobacillus
1	|	312278	|	312278	|	Emticicia
1	|	2767881	|	2767881	|	Fructilactobacillus
1	|	2629782	|	2629782	|	unclassified Oribacterium
1	|	2220	|	2220	|	Methanolobus
1	|	559173	|	559173	|	Fructobacillus
1	|	940550	|	940550	|	Gilvimarinus
1	|	1937960	|	1937960	|	Lewinellaceae
1	|	2993541	|	2993541	|	Neolewinella
1	|	2767888	|	2767888	|	Liquorilactobacillus
1	|	70994	|	70994	|	Lewinella
1	|	29287	|	29287	|	Natronococcus
1	|	200667	|	200667	|	Flammeovirgaceae
1	|	70992	|	70992	|	Flexithrix
1	|	224463	|	224463	|	Nannocystaceae
1	|	191767	|	191767	|	Plesiocystis
1	|	227387	|	227387	|	Thermodesulfobiaceae
1	|	227388	|	227388	|	Thermodesulfobium
1	|	10663	|	10663	|	Tequatrovirus
1	|	1914205	|	1914205	|	Tequatrovirus shfl2
1	|	415001	|	415001	|	Puniceicoccales
1	|	415002	|	415002	|	Puniceicoccaceae
1	|	442430	|	442430	|	Coraliomargarita
1	|	45667	|	45667	|	Halobacillus
1	|	2609290	|	2609290	|	unclassified Microbacterium
1	|	134549	|	134549	|	Spartobacteria
1	|	1836787	|	1836787	|	Chthoniobacterales
1	|	1836792	|	1836792	|	Chthoniobacteraceae
1	|	295577	|	295577	|	Chthoniobacter
1	|	1501348	|	1501348	|	Amoebophilaceae
1	|	281119	|	281119	|	Candidatus Amoebophilus
1	|	2633022	|	2633022	|	unclassified Leptotrichia
1	|	543372	|	543372	|	Thermoanaerobacterales Family IV. Incertae Sedis
1	|	252965	|	252965	|	Mahella
1	|	1472762	|	1472762	|	Enorma
1	|	2042895	|	2042895	|	Gottschalkiaceae
1	|	1505664	|	1505664	|	Gottschalkia
1	|	1921531	|	1921531	|	Tulanevirus aes508
1	|	1921530	|	1921530	|	Tulanevirus aes12
1	|	316625	|	316625	|	Saccharophagus
1	|	38063	|	38063	|	unclassified Halobacteriales
1	|	114403	|	114403	|	Zymobacter group
1	|	114185	|	114185	|	Candidatus Carsonella
1	|	9369	|	9369	|	Tenrecidae
1	|	176113	|	176113	|	Tenrecinae
1	|	9370	|	9370	|	Echinops
1	|	2648384	|	2648384	|	unclassified Fusobacterium
1	|	613121	|	613121	|	Smaragdicoccus
1	|	1573535	|	1573535	|	Holdemanella
1	|	36291	|	36291	|	Muscicapidae
1	|	36292	|	36292	|	Ficedula
1	|	1912215	|	1912215	|	Acidipropionibacterium
1	|	2801844	|	2801844	|	Arachnia
1	|	2975441	|	2975441	|	Sphaerotilaceae
1	|	316612	|	316612	|	Methylibium
1	|	1187887	|	1187887	|	Nitritalea
1	|	1372	|	1372	|	Planococcus
1	|	2765403	|	2765403	|	Natronolimnohabitans
1	|	2839105	|	2839105	|	Streptomyces violaceusniger group
1	|	160800	|	160800	|	Methylosarcina
1	|	629295	|	629295	|	Streptomyces griseus group
1	|	1482558	|	1482558	|	Streptomyces albovinaceus subgroup
1	|	1482596	|	1482596	|	Streptomyces griseus subgroup
1	|	392733	|	392733	|	Terriglobus
1	|	129001	|	129001	|	Syntrophothermus
1	|	1653174	|	1653174	|	Actinotignum
1	|	320583	|	320583	|	Conexibacteraceae
1	|	191494	|	191494	|	Conexibacter
1	|	1860	|	1860	|	Geodermatophilus
1	|	1851	|	1851	|	Saccharomonospora
1	|	622450	|	622450	|	Actinopolysporales
1	|	622451	|	622451	|	Actinopolysporaceae
1	|	1849	|	1849	|	Actinopolyspora
1	|	1817	|	1817	|	Nocardia
1	|	253238	|	253238	|	Ethanoligenens
1	|	9592	|	9592	|	Gorilla
1	|	9593	|	9593	|	Gorilla gorilla
1	|	2893674	|	2893674	|	Amycolatopsis methanolica group
1	|	1853230	|	1853230	|	Crocinitomicaceae
1	|	332102	|	332102	|	Fluviicola
1	|	1333713	|	1333713	|	Schleiferiaceae
1	|	267986	|	267986	|	Owenweeksia
1	|	2887327	|	2887327	|	Kangiellales
1	|	1920240	|	1920240	|	Kangiellaceae
1	|	261963	|	261963	|	Kangiella
1	|	665874	|	665874	|	Limnohabitans
1	|	2626134	|	2626134	|	unclassified Limnohabitans
1	|	2034	|	2034	|	Curtobacterium
1	|	274591	|	274591	|	Hoeflea
1	|	359335	|	359335	|	Strawberry lethal yellows phytoplasma (CPA)
1	|	2005520	|	2005520	|	Dysgonomonadaceae
1	|	156973	|	156973	|	Dysgonomonas
1	|	83677	|	83677	|	Thermobifida
1	|	2012	|	2012	|	Thermomonosporaceae
1	|	2019	|	2019	|	Thermomonospora
1	|	795747	|	795747	|	Ignavibacteria
1	|	795748	|	795748	|	Ignavibacteriales
1	|	795749	|	795749	|	Ignavibacteriaceae
1	|	795750	|	795750	|	Ignavibacterium
1	|	2000	|	2000	|	Streptosporangium
1	|	147067	|	147067	|	Thermobispora
1	|	1056	|	1056	|	Thiocapsa
1	|	1988	|	1988	|	Actinomadura
1	|	74015	|	74015	|	Candidatus Latescibacteria
1	|	910046	|	910046	|	unclassified Candidatus Latescibacteria
1	|	585890	|	585890	|	Chitiniphilus
1	|	67817	|	67817	|	Candidatus Aminicenantes
1	|	49894	|	49894	|	Acetomicrobium
1	|	200295	|	200295	|	Candidatus Sumerlaeota
1	|	910027	|	910027	|	unclassified Candidatus Sumerlaeota
1	|	44887	|	44887	|	unclassified Oscillatoriales
1	|	9705	|	9705	|	Odobenidae
1	|	9706	|	9706	|	Odobenus
1	|	9707	|	9707	|	Odobenus rosmarus
1	|	1283313	|	1283313	|	Alloprevotella
1	|	167963	|	167963	|	Chloroflexi incertae sedis
1	|	262406	|	262406	|	Thermobaculum
1	|	159191	|	159191	|	Nodularia
1	|	81416	|	81416	|	Methanofollis
1	|	1235850	|	1235850	|	Methanomassiliicoccales
1	|	2517203	|	2517203	|	Candidatus Methanomethylophilaceae
1	|	1291539	|	1291539	|	Candidatus Methanomethylophilus
1	|	28222	|	28222	|	Desulfobacula
1	|	543311	|	543311	|	Parvimonas
1	|	2316020	|	2316020	|	Mediterraneibacter
1	|	2321111	|	2321111	|	Aliarcobacter
1	|	53434	|	53434	|	Halobacteroidaceae
1	|	28186	|	28186	|	Acetohalobium
1	|	1963268	|	1963268	|	Haloarculaceae
1	|	307596	|	307596	|	Gloeobacteria
1	|	307595	|	307595	|	Gloeobacterales
1	|	1890422	|	1890422	|	Gloeobacteraceae
1	|	33071	|	33071	|	Gloeobacter
1	|	1076727	|	1076727	|	Candidatus Photodesmus
1	|	1891919	|	1891919	|	Vibrio oreintalis group
1	|	1963271	|	1963271	|	Halorubraceae
1	|	2619919	|	2619919	|	unclassified Nitrosopumilus
1	|	28263	|	28263	|	Arcanobacterium
1	|	33096	|	33096	|	Gonium
1	|	2811502	|	2811502	|	Thermodesulfovibrionia
1	|	2811503	|	2811503	|	Thermodesulfovibrionales
